Departure Date,Departure Time,Departure Airport Code,Arrival Airport Code,Departure City,Departure State,Departure Country,Arrival Date,Arrival Time,Arrival City,Arrival State,Arrival Country,Flight Duration,Overnight Flight,# Stops,Nonstop Flight,# Available Tickets,Booking Airline Code,Booking Airline Description,Operating Airline Code,Operating Airline Description,Operating Airline Flight #,Operating Airline Flight # Description,Aircraft Code,Aircraft Description,Cabin Class,Airline Points,Airline Taxes,Currency
2024-02-09,19:05,ORD,ZRH,ORD,IL,US,2024-02-10,10:45,ZRH,,CH,820,Yes,No,Yes,135,LX,SWISS International Airlines,LX,SWISS International Airlines,9,LX9,333,Airbus A330-300,Coach,4429,,
2024-02-09,19:05,ORD,ZRH,ORD,IL,US,2024-02-10,10:45,ZRH,,CH,820,Yes,No,Yes,135,LX,SWISS International Airlines,LX,SWISS International Airlines,9,LX9,333,Airbus A330-300,,4429,,
2024-02-09,19:05,ORD,ZRH,ORD,IL,US,2024-02-10,10:45,ZRH,,CH,1095,Yes,No,Yes,132,LX,SWISS International Airlines,LX,SWISS International Airlines,9,LX9,333,Airbus A330-300,Coach,4429,,
2024-02-09,19:05,ORD,ZRH,ORD,IL,US,2024-02-10,10:45,ZRH,,CH,1095,Yes,No,Yes,132,LX,SWISS International Airlines,LX,SWISS International Airlines,9,LX9,333,Airbus A330-300,,4429,,
2024-02-09,21:25,ORD,MUC,ORD,IL,US,2024-02-10,12:50,MUC,,DE,1165,Yes,No,Yes,139,LH,Lufthansa,LH,Lufthansa,435,LH435,359,Airbus A350-900,Coach,4515,,
2024-02-09,21:25,ORD,MUC,ORD,IL,US,2024-02-10,12:50,MUC,,DE,1165,Yes,No,Yes,139,LH,Lufthansa,LH,Lufthansa,435,LH435,359,Airbus A350-900,,4515,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,850,Yes,No,Yes,200,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,Coach,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,850,Yes,No,Yes,200,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,PREMIUMPLUS,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,850,Yes,No,Yes,200,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,Business,4330,,
2024-02-09,18:00,ORD,MUC,ORD,IL,US,2024-02-10,09:35,MUC,,DE,910,Yes,No,Yes,177,UA,United Airlines,UA,United Airlines,953,UA953,781,Boeing 787-10 Dreamliner,Coach,4515,,
2024-02-09,18:00,ORD,MUC,ORD,IL,US,2024-02-10,09:35,MUC,,DE,910,Yes,No,Yes,177,UA,United Airlines,UA,United Airlines,953,UA953,781,Boeing 787-10 Dreamliner,PREMIUMPLUS,4515,,
2024-02-09,18:00,ORD,MUC,ORD,IL,US,2024-02-10,09:35,MUC,,DE,910,Yes,No,Yes,177,UA,United Airlines,UA,United Airlines,953,UA953,781,Boeing 787-10 Dreamliner,Business,4515,,
2024-02-09,18:00,ORD,MUC,ORD,IL,US,2024-02-10,09:35,MUC,,DE,1040,Yes,No,Yes,177,UA,United Airlines,UA,United Airlines,953,UA953,781,Boeing 787-10 Dreamliner,Coach,4515,,
2024-02-09,18:00,ORD,MUC,ORD,IL,US,2024-02-10,09:35,MUC,,DE,1040,Yes,No,Yes,177,UA,United Airlines,UA,United Airlines,953,UA953,781,Boeing 787-10 Dreamliner,PREMIUMPLUS,4515,,
2024-02-09,18:00,ORD,MUC,ORD,IL,US,2024-02-10,09:35,MUC,,DE,1040,Yes,No,Yes,177,UA,United Airlines,UA,United Airlines,953,UA953,781,Boeing 787-10 Dreamliner,Business,4515,,
2024-02-09,18:15,ORD,AMS,ORD,IL,US,2024-02-10,09:20,AMS,,NL,1200,Yes,No,Yes,257,UA,United Airlines,UA,United Airlines,909,UA909,788,Boeing 787-8 Dreamliner,Coach,4106,,
2024-02-09,18:15,ORD,AMS,ORD,IL,US,2024-02-10,09:20,AMS,,NL,1200,Yes,No,Yes,257,UA,United Airlines,UA,United Airlines,909,UA909,788,Boeing 787-8 Dreamliner,PREMIUMPLUS,4106,,
2024-02-09,18:15,ORD,AMS,ORD,IL,US,2024-02-10,09:20,AMS,,NL,1200,Yes,No,Yes,257,UA,United Airlines,UA,United Airlines,909,UA909,788,Boeing 787-8 Dreamliner,Business,4106,,
2024-02-09,18:15,ORD,AMS,ORD,IL,US,2024-02-10,09:20,AMS,,NL,1200,Yes,No,Yes,257,UA,United Airlines,UA,United Airlines,909,UA909,788,Boeing 787-8 Dreamliner,,4106,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,1250,Yes,No,Yes,200,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,Coach,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,1250,Yes,No,Yes,200,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,PREMIUMPLUS,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,1250,Yes,No,Yes,200,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,Business,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,1250,Yes,No,Yes,200,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,,4330,,
2024-02-09,18:15,ORD,AMS,ORD,IL,US,2024-02-10,09:20,AMS,,NL,1025,Yes,No,Yes,259,UA,United Airlines,UA,United Airlines,909,UA909,788,Boeing 787-8 Dreamliner,Coach,4106,,
2024-02-09,18:15,ORD,AMS,ORD,IL,US,2024-02-10,09:20,AMS,,NL,1025,Yes,No,Yes,259,UA,United Airlines,UA,United Airlines,909,UA909,788,Boeing 787-8 Dreamliner,PREMIUMPLUS,4106,,
2024-02-09,18:15,ORD,AMS,ORD,IL,US,2024-02-10,09:20,AMS,,NL,1025,Yes,No,Yes,259,UA,United Airlines,UA,United Airlines,909,UA909,788,Boeing 787-8 Dreamliner,Business,4106,,
2024-02-09,18:15,ORD,AMS,ORD,IL,US,2024-02-10,09:20,AMS,,NL,1025,Yes,No,Yes,259,UA,United Airlines,UA,United Airlines,909,UA909,788,Boeing 787-8 Dreamliner,,4106,,
2024-02-09,13:15,,,ORD,IL,US,2024-02-09,16:09,IAD,DC,US,925,Yes,No,Yes,188,UA,United Airlines,UA,United Airlines,1859,UA1859,739,Boeing 737-900,Coach,587,,
2024-02-09,13:15,,,ORD,IL,US,2024-02-09,16:09,IAD,DC,US,925,Yes,No,Yes,188,UA,United Airlines,UA,United Airlines,1859,UA1859,739,Boeing 737-900,,587,,
2024-02-09,07:10,,,ORD,IL,US,2024-02-09,10:24,EWR,NJ,US,1290,Yes,No,Yes,145,UA,United Airlines,UA,United Airlines,563,UA563,319,Airbus A319,Coach,717,,
2024-02-09,07:10,,,ORD,IL,US,2024-02-09,10:24,EWR,NJ,US,1290,Yes,No,Yes,145,UA,United Airlines,UA,United Airlines,563,UA563,319,Airbus A319,,717,,
2024-02-09,06:03,,,ORD,IL,US,2024-02-09,09:19,EWR,NJ,US,1357,Yes,No,Yes,226,UA,United Airlines,UA,United Airlines,1833,UA1833,7M9,Boeing 737 MAX 9,Coach,717,,
2024-02-09,06:03,,,ORD,IL,US,2024-02-09,09:19,EWR,NJ,US,1357,Yes,No,Yes,226,UA,United Airlines,UA,United Airlines,1833,UA1833,7M9,Boeing 737 MAX 9,,717,,
2024-02-09,18:35,ORD,FRA,ORD,IL,US,2024-02-10,09:55,FRA,,DE,1180,Yes,No,Yes,178,UA,United Airlines,UA,United Airlines,907,UA907,781,Boeing 787-10 Dreamliner,Coach,4330,,
2024-02-09,18:35,ORD,FRA,ORD,IL,US,2024-02-10,09:55,FRA,,DE,1180,Yes,No,Yes,178,UA,United Airlines,UA,United Airlines,907,UA907,781,Boeing 787-10 Dreamliner,,4330,,
2024-02-09,18:35,ORD,FRA,ORD,IL,US,2024-02-10,09:55,FRA,,DE,1180,Yes,No,Yes,178,UA,United Airlines,UA,United Airlines,907,UA907,781,Boeing 787-10 Dreamliner,Business,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,1425,Yes,No,Yes,199,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,Coach,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,1425,Yes,No,Yes,199,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,PREMIUMPLUS,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,1425,Yes,No,Yes,199,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,Business,4330,,
2024-02-09,14:30,ORD,FRA,ORD,IL,US,2024-02-10,05:45,FRA,,DE,1425,Yes,No,Yes,199,UA,United Airlines,UA,United Airlines,944,UA944,781,Boeing 787-10 Dreamliner,,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1020,Yes,No,Yes,155,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,Coach,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1020,Yes,No,Yes,155,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1150,Yes,No,Yes,148,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,Coach,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1150,Yes,No,Yes,148,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1150,Yes,No,Yes,145,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,Coach,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1150,Yes,No,Yes,145,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1270,Yes,No,Yes,147,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,Coach,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1270,Yes,No,Yes,147,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1270,Yes,No,Yes,145,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,Coach,4330,,
2024-02-09,16:10,ORD,FRA,ORD,IL,US,2024-02-10,07:25,FRA,,DE,1270,Yes,No,Yes,145,LH,Lufthansa,LH,Lufthansa,431,LH431,744,Boeing 747-400,,4330,,
2024-02-09,14:17,,,ORD,IL,US,2024-02-09,17:43,EWR,NJ,US,1168,Yes,No,Yes,150,UA,United Airlines,UA,United Airlines,2138,UA2138,739,Boeing 737-900,Coach,717,,
2024-02-09,14:17,,,ORD,IL,US,2024-02-09,17:43,EWR,NJ,US,1168,Yes,No,Yes,150,UA,United Airlines,UA,United Airlines,2138,UA2138,739,Boeing 737-900,,717,,
2024-02-09,14:17,,,ORD,IL,US,2024-02-09,17:43,EWR,NJ,US,1168,Yes,No,Yes,150,UA,United Airlines,UA,United Airlines,2138,UA2138,739,Boeing 737-900,First,717,,
2024-02-09,12:52,,,ORD,IL,US,2024-02-09,16:18,EWR,NJ,US,1253,Yes,No,Yes,154,UA,United Airlines,UA,United Airlines,2674,UA2674,7M8,Boeing 737 MAX 8,Coach,717,,
2024-02-09,12:52,,,ORD,IL,US,2024-02-09,16:18,EWR,NJ,US,1253,Yes,No,Yes,154,UA,United Airlines,UA,United Airlines,2674,UA2674,7M8,Boeing 737 MAX 8,,717,,
2024-02-09,12:52,,,ORD,IL,US,2024-02-09,16:18,EWR,NJ,US,1253,Yes,No,Yes,154,UA,United Airlines,UA,United Airlines,2674,UA2674,7M8,Boeing 737 MAX 8,First,717,,
2024-02-09,12:52,,,ORD,IL,US,2024-02-09,16:18,EWR,NJ,US,1003,Yes,No,Yes,79,UA,United Airlines,UA,United Airlines,2674,UA2674,7M8,Boeing 737 MAX 8,Coach,717,,
2024-02-09,12:52,,,ORD,IL,US,2024-02-09,16:18,EWR,NJ,US,1003,Yes,No,Yes,79,UA,United Airlines,UA,United Airlines,2674,UA2674,7M8,Boeing 737 MAX 8,PREMIUMPLUS,717,,
2024-02-09,12:52,,,ORD,IL,US,2024-02-09,16:18,EWR,NJ,US,1003,Yes,No,Yes,79,UA,United Airlines,UA,United Airlines,2674,UA2674,7M8,Boeing 737 MAX 8,First,717,,
2024-02-09,10:50,,,ORD,IL,US,2024-02-09,14:05,EWR,NJ,US,1375,Yes,No,Yes,140,UA,United Airlines,UA,United Airlines,1847,UA1847,319,Airbus A319,Coach,717,,
2024-02-09,10:50,,,ORD,IL,US,2024-02-09,14:05,EWR,NJ,US,1375,Yes,No,Yes,140,UA,United Airlines,UA,United Airlines,1847,UA1847,319,Airbus A319,,717,,
2024-02-09,10:50,,,ORD,IL,US,2024-02-09,14:05,EWR,NJ,US,1375,Yes,No,Yes,140,UA,United Airlines,UA,United Airlines,1847,UA1847,319,Airbus A319,First,717,,
2024-02-09,09:06,,,ORD,IL,US,2024-02-09,12:21,EWR,NJ,US,1479,Yes,No,Yes,162,UA,United Airlines,UA,United Airlines,2099,UA2099,752,Boeing 757-200,Coach,717,,
2024-02-09,09:06,,,ORD,IL,US,2024-02-09,12:21,EWR,NJ,US,1479,Yes,No,Yes,162,UA,United Airlines,UA,United Airlines,2099,UA2099,752,Boeing 757-200,,717,,
2024-02-09,09:06,,,ORD,IL,US,2024-02-09,12:21,EWR,NJ,US,1479,Yes,No,Yes,162,UA,United Airlines,UA,United Airlines,2099,UA2099,752,Boeing 757-200,First,717,,
2024-02-09,17:00,,,ORD,IL,US,2024-02-09,20:29,EWR,NJ,US,945,Yes,No,Yes,87,UA,United Airlines,UA,United Airlines,762,UA762,7M8,Boeing 737 MAX 8,Coach,717,,
